,MAE,Mean actual count per image,image_count
Viable,4.142857142857143,4.23469387755102,98
Non-Viable,14.637755102040817,96.73469387755102,98
Empty,12.387755102040817,21.214285714285715,98
Seed,8.98469387755102,122.18367346938776,98
