,file_names,viable,nonviable,empty,total,viability_ratio,avg_segm_sizes,avg_bbox_sizes
0,001.jpg,0,62,23,85,0.0,44.21322932176323,67.27240497104466
1,006.jpg,0,79,11,90,0.0,42.099027436641705,53.31109953221124
2,011.jpg,5,149,3,157,0.03184713375796178,38.178729029637324,45.02927922209222
3,016.jpg,2,14,9,25,0.08,73.26035762948472,108.39391126811505
4,021.jpg,1,58,6,65,0.015384615384615385,287.51116259266286,291.1525307357746
5,026.jpg,0,32,0,32,0.0,48.34786060416738,60.799362661133216
6,031.jpg,0,10,0,10,0.0,103.38205840473482,182.78922287706132
7,036.jpg,0,71,0,71,0.0,33.616729570888566,39.16019824720712
8,041.jpg,0,53,0,53,0.0,47.653129537491886,61.289754137736196
9,046.jpg,1,25,0,26,0.038461538461538464,86.91452476648891,127.55195020069274
10,051.jpg,11,38,6,55,0.2,75.77608101865295,110.8617558452459
11,056.jpg,3,8,0,11,0.2727272727272727,78.37642270711031,116.05993749312934
12,061.jpg,4,56,0,60,0.06666666666666667,79.55139847922223,116.171496791023
13,066.jpg,0,5,1,6,0.0,55.810691926667005,81.68231142664855
14,071.jpg,1,17,1,19,0.05263157894736842,85.44835313001403,137.6454254884438
15,076.jpg,1,263,1,265,0.0037735849056603774,42.73552894211401,53.393757320071764
16,081.jpg,0,185,5,190,0.0,38.266432314827355,46.09125159598305
17,086.jpg,0,217,40,257,0.0,33.145006255674716,39.867289576921536
18,091.jpg,0,68,9,77,0.0,46.486766724730174,95.25468253820672
19,096.jpg,0,104,0,104,0.0,64.7948471063746,111.15360992788314
20,101.jpg,0,61,1,62,0.0,44.279194852370495,60.25228144522694
21,106.jpg,0,50,0,50,0.0,61.42890199246606,87.57613830262214
22,111.jpg,0,202,6,208,0.0,47.18560885155883,63.10157143295001
23,116.jpg,0,55,4,59,0.0,63.956755782086795,142.61173674570801
24,121.jpg,0,24,10,34,0.0,71.01286337492583,109.08102088652755
25,126.jpg,0,6,19,25,0.0,76.91962298399545,133.2206230281183
26,131.jpg,0,3,6,9,0.0,79.13244874540686,150.9790272410929
27,136.jpg,37,76,5,118,0.3135593220338983,34.90149576708226,41.64336071362906
28,141.jpg,36,166,11,213,0.16901408450704225,36.27741572960758,44.46197879858078
29,146.jpg,0,26,0,26,0.0,36.29026676036512,43.32444682056185
30,151.jpg,0,4,0,4,0.0,44.91519787332568,59.95831885568507
31,156.jpg,0,21,0,21,0.0,43.81535934219545,62.46637190559109
32,161.jpg,2,59,3,64,0.03125,87.91377967218791,121.97294974194074
33,166.jpg,0,9,30,39,0.0,41.260429916847414,53.452591024004505
34,171.jpg,0,12,4,16,0.0,120.8645675565217,264.2486578253521
35,176.jpg,0,17,0,17,0.0,96.01899321917269,129.13057686835035
36,181.jpg,2,30,2,34,0.058823529411764705,83.85105843100611,112.153256489397
37,186.jpg,0,69,0,69,0.0,98.57339647569026,132.7153977939041
38,191.jpg,0,23,26,49,0.0,49.45086202587414,71.68568012297769
39,196.jpg,0,9,39,48,0.0,101.59070351989234,236.34338057510024
40,201.jpg,0,70,7,77,0.0,31.865453752569458,37.87673102640661
