,file_names,viable,nonviable,empty,total,viability_ratio,avg_segm_sizes,avg_bbox_sizes,set
0,001.jpg,0,57,25,82,0.0,45.93013517368712,65.52761473365963,train
1,004.jpg,0,71,5,76,0.0,43.43056391044154,55.16446701503271,train
2,008.jpg,3,154,3,160,0.01875,38.43561987271703,46.09406143962582,train
3,009.jpg,0,156,3,159,0.0,39.11384408035265,46.16711508989132,train
4,010.jpg,4,112,3,119,0.0336134453781512,38.17826386745177,46.88874728384988,train
5,011.jpg,3,158,1,162,0.0185185185185185,37.95501723531861,45.788968427227424,train
6,014.jpg,1,12,1,14,0.0714285714285714,74.48561702004719,114.24753826669529,train
7,015.jpg,0,22,0,22,0.0,73.68776264507129,99.962720323856,train
8,016.jpg,1,18,10,29,0.0344827586206896,72.71531641531453,102.01233867223765,train
9,017.jpg,1,42,5,48,0.0208333333333333,73.31687788860988,105.93905480668276,train
10,018.jpg,0,40,12,52,0.0,48.35919389956148,63.8558412483812,train
11,019.jpg,0,87,22,109,0.0,48.83397260856365,66.74578638386096,train
12,020.jpg,0,108,27,135,0.0,48.421354716618495,66.91680849576778,train
13,024.jpg,0,23,2,25,0.0,48.72984301226508,61.4461520357459,train
14,025.jpg,0,27,3,30,0.0,45.51241222640992,58.88347532768992,train
15,026.jpg,0,33,2,35,0.0,48.12557977387315,61.10646446980876,train
16,027.jpg,0,31,1,32,0.0,48.1294559625392,58.68247981723336,train
17,028.jpg,0,46,0,46,0.0,48.066869182873546,58.8056859126069,train
18,029.jpg,0,27,10,37,0.0,85.49970444077255,154.56745225725012,train
19,030.jpg,1,13,5,19,0.0526315789473684,91.54679562646464,154.05398916921098,train
20,031.jpg,0,10,18,28,0.0,83.82919816081812,146.13636611056128,train
21,032.jpg,0,9,25,34,0.0,76.64901480507258,142.08981728635794,train
22,033.jpg,0,100,55,155,0.0,47.04889632245682,68.63674507283652,train
23,034.jpg,0,58,7,65,0.0,16.13071604114337,18.751410203378963,train
24,035.jpg,0,60,1,61,0.0,16.54229551735812,19.86099233153879,train
25,036.jpg,0,67,8,75,0.0,32.50068306974486,39.12750098502757,train
26,037.jpg,0,38,153,191,0.0,51.90472292364256,80.67296691967537,train
27,038.jpg,0,18,37,55,0.0,52.06482410506069,78.08872110385958,train
28,039.jpg,0,15,18,33,0.0,21.29660664391054,28.67107083857007,train
29,040.jpg,0,70,1,71,0.0,48.23496554791401,62.47856195708535,train
30,041.jpg,0,56,0,56,0.0,45.72257179368383,62.37974144589847,train
31,043.jpg,0,139,18,157,0.0,35.47803600614757,57.36733913441565,train
32,046.jpg,3,23,0,26,0.1153846153846153,82.97263914179088,125.39456343263666,train
33,047.jpg,3,21,1,25,0.12,77.80777853145531,115.66151823316171,train
34,055.jpg,1,7,0,8,0.125,75.26245744061245,105.55567251455508,train
35,057.jpg,0,6,0,6,0.0,87.71449899151983,143.28875275703487,train
36,059.jpg,3,24,3,30,0.1,80.0653451875404,124.61262375859036,train
37,060.jpg,7,22,2,31,0.2258064516129032,80.33206787474263,124.39779066599472,train
38,061.jpg,7,55,1,63,0.1111111111111111,75.79303538909141,116.932222194319,train
39,062.jpg,1,22,2,25,0.04,79.32616214087254,114.46344394609136,train
40,063.jpg,5,33,3,41,0.1219512195121951,74.50742965081223,112.55947262691302,train
41,064.jpg,7,28,0,35,0.2,74.88882426637502,114.83429054822555,train
42,065.jpg,0,6,0,6,0.0,54.64811677145578,87.02490065109717,train
43,066.jpg,0,6,0,6,0.0,55.51126011900649,81.5485540439968,train
44,069.jpg,3,25,1,29,0.1034482758620689,81.71048554669017,126.3268885020948,train
45,070.jpg,4,23,5,32,0.125,80.21163802715913,125.9990079326024,train
46,071.jpg,2,17,1,20,0.1,82.3585150424654,130.65259277947757,train
47,072.jpg,3,12,0,15,0.2,82.7349986402369,135.25777858099943,train
48,073.jpg,1,93,14,108,0.0092592592592592,31.95435647427728,44.98986769674224,train
49,074.jpg,0,119,9,128,0.0,31.962932871286625,41.6849160087465,train
50,075.jpg,0,124,8,132,0.0,34.182223328313015,42.78420854424651,train
51,077.jpg,0,268,7,275,0.0,41.85836290939417,54.25102998603303,train
52,078.jpg,3,254,9,266,0.0112781954887218,43.09647225762953,57.30825302398994,train
53,079.jpg,3,19,3,25,0.12,42.44262715714002,54.59678378805843,train
54,080.jpg,0,25,4,29,0.0,42.72089652617324,54.37671915633469,train
55,081.jpg,0,140,49,189,0.0,38.52240604110506,46.94080534406292,train
56,083.jpg,0,159,24,183,0.0,38.32589474037459,47.62905964224333,train
57,085.jpg,0,47,2,49,0.0,39.70702785684784,47.909779155987664,train
58,088.jpg,0,164,12,176,0.0,31.599981255388563,43.22242621418779,train
59,089.jpg,0,157,20,177,0.0,40.11266211742737,60.276993760772086,train
60,091.jpg,0,97,13,110,0.0,43.31827801286658,61.95922890388192,train
61,093.jpg,0,43,6,49,0.0,39.16871316262927,60.20925803446862,train
62,094.jpg,0,46,6,52,0.0,41.43252160023387,62.33840648490241,train
63,095.jpg,0,78,11,89,0.0,63.63454387482717,123.0571349715884,train
64,096.jpg,0,111,7,118,0.0,64.24233644858259,120.64742590692144,train
65,100.jpg,0,54,2,56,0.0,47.6921632713384,67.71618771439682,train
66,101.jpg,0,70,3,73,0.0,44.55071091633314,66.01079586880374,train
67,107.jpg,0,69,3,72,0.0,58.10063706860517,85.02716232671378,train
68,108.jpg,0,47,4,51,0.0,56.31165031131936,83.89719198834614,train
69,110.jpg,0,224,6,230,0.0,46.2724624653659,62.70274350838455,train
70,113.jpg,0,197,0,197,0.0,43.807545186057006,61.62895851723264,train
71,114.jpg,0,141,1,142,0.0,46.915883643262745,60.45563340635329,train
72,116.jpg,0,36,28,64,0.0,65.20049211374865,134.41241397746714,train
73,118.jpg,0,19,11,30,0.0,72.7516322840938,121.33988077572296,train
74,120.jpg,0,9,6,15,0.0,37.978502691215546,58.37693608495282,train
75,123.jpg,0,24,29,53,0.0,89.01403014810388,167.48635153630698,train
76,124.jpg,0,16,17,33,0.0,89.69738687454173,158.29910315793347,train
77,127.jpg,0,6,19,25,0.0,84.74462954075615,143.15204595114943,train
78,129.jpg,0,7,14,21,0.0,81.39176277498262,134.5307541401735,train
79,131.jpg,0,3,7,10,0.0,79.85048528343457,148.13304830455627,train
80,132.jpg,0,1,13,14,0.0,77.49169513106365,149.44791892638912,train
81,136.jpg,15,94,5,114,0.131578947368421,36.33442558313177,42.33087504949715,train
82,138.jpg,3,47,0,50,0.06,36.954907657847016,44.39838510576708,train
83,139.jpg,40,130,39,209,0.1913875598086124,34.20732594526147,40.76376099584429,train
84,143.jpg,0,51,16,67,0.0,43.10568730873235,52.41751743766923,train
85,145.jpg,0,222,3,225,0.0,28.364375152253537,33.55906368711075,train
86,146.jpg,0,26,0,26,0.0,36.059512774557305,42.62267363378684,train
87,147.jpg,0,60,1,61,0.0,34.656086684192935,40.487354836286165,train
88,148.jpg,0,122,0,122,0.0,37.6436592531493,46.645506521941904,train
89,151.jpg,0,4,0,4,0.0,44.232341109192944,62.6418390534633,train
90,152.jpg,0,1,1,2,0.0,46.66369038128039,71.17232608254419,train
91,155.jpg,0,96,16,112,0.0,36.20434316882042,47.33788123691215,train
92,158.jpg,2,51,1,54,0.037037037037037,92.86609125808816,133.01352373460486,train
93,160.jpg,0,49,2,51,0.0,90.31166189651148,127.49532863414804,train
94,161.jpg,2,59,3,64,0.03125,86.45537956801763,120.84798043409744,train
95,162.jpg,12,8,0,20,0.6,96.433477070984,133.7472990381488,train
96,163.jpg,4,37,1,42,0.0952380952380952,94.25972224707242,128.94457096346625,train
97,165.jpg,3,49,3,55,0.0545454545454545,93.92409846640676,131.4970500878943,train
98,166.jpg,0,9,31,40,0.0,41.42820898856237,53.64373215949838,train
99,167.jpg,0,114,74,188,0.0,39.31432119551131,51.44066505476573,train
100,168.jpg,0,90,58,148,0.0,39.848072963681936,52.80697896137429,train
101,169.jpg,0,174,18,192,0.0,37.57113503423096,52.50127367006602,train
102,173.jpg,0,50,1,51,0.0,97.82638277410987,145.88351289070786,train
103,174.jpg,0,23,0,23,0.0,97.43721166675137,140.67960978299467,train
104,176.jpg,0,16,1,17,0.0,98.02496380724536,132.48529330146977,train
105,177.jpg,0,32,5,37,0.0,93.44328385334762,131.9419303063775,train
106,178.jpg,0,29,3,32,0.0,94.48343026028428,135.6571160131307,train
107,181.jpg,2,31,1,34,0.0588235294117647,87.54333128766106,116.51259588559512,train
108,183.jpg,8,26,0,34,0.2352941176470588,84.39734453586725,113.13968461726468,train
109,184.jpg,0,30,4,34,0.0,92.6155220760093,125.77149249146012,train
110,185.jpg,0,27,0,27,0.0,99.19393275950046,135.03703195790405,train
111,186.jpg,0,71,1,72,0.0,96.81558213657782,131.61977012929665,train
112,187.jpg,0,66,0,66,0.0,97.91266276791286,136.0370766639475,train
113,188.jpg,0,96,0,96,0.0,37.877452478354456,48.39434905888634,train
114,189.jpg,0,210,2,212,0.0,38.79823413118326,51.51815259857259,train
115,191.jpg,0,29,17,46,0.0,50.16907493015818,73.36505772949528,train
116,192.jpg,0,25,14,39,0.0,52.31292187282025,78.06507804554101,train
117,193.jpg,0,17,26,43,0.0,50.687941779682326,72.70824143171819,train
118,195.jpg,0,4,17,21,0.0,99.9521147254786,231.0139142377112,train
119,197.jpg,0,23,32,55,0.0,98.94949262582952,218.0432046428164,train
120,198.jpg,0,34,21,55,0.0,101.21818692130562,202.46615878843917,train
121,199.jpg,0,42,35,77,0.0,36.36939689518484,55.992468614613166,train
122,201.jpg,0,74,5,79,0.0,31.730149780032416,38.51767307666062,train
123,202.jpg,0,52,19,71,0.0,32.865496269954946,40.10567028154989,train
124,205.jpg,0,19,3,22,0.0,33.84053513438903,39.96191368609048,train
125,208.jpg,0,0,116,116,0.0,31.77900996157576,41.42379792441488,train
126,209.jpg,0,8,139,147,0.0,32.19439466147869,41.19539469670957,train
